ts_code,name,year,working_capital_days,core_profit_margin,operating_asset_roa,operating_asset_turnover,note,anomaly
000568,泸州老窖,2013,166.60486106896613,43.953700547057004,53.88943306999594,1.226049966197993,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2014,284.0700494309498,23.377130717085144,14.857844076351503,0.6355717584062901,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2015,264.8363828922374,23.70949641125062,18.07389103412254,0.7623059857798635,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2016,262.41147991542067,27.883412762156425,24.963063826278766,0.8952657280230353,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2017,251.54142621551568,31.43383438312966,32.32772279121531,1.0284371418768241,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2018,246.23625281563977,35.35320004379548,37.610697110452676,1.0638555226644437,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2019,218.2326635115332,37.264185922385096,36.37871801957085,0.9762380988368153,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2020,246.54701669547688,46.342053820572666,36.27336997685672,0.782731169345668,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2021,423.6601158903676,49.64947410840363,38.614424890581134,0.777740864007365,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2022,661.7293639360823,54.52658756910746,43.264913896114074,0.7934645431695089,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2023,854.7539861311232,58.19514585394271,49.582129989329026,0.8519976926214687,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000568,泸州老窖,2024,963.705809337383,58.15686389508061,50.32761344256282,0.8653770178075222,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2013,124.54325820165388,17.957194566456206,23.061472680988167,1.2842469682912878,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2014,179.86850643105353,14.599266839653028,13.405463639151922,0.9182285512270643,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2015,219.85129275336544,16.605988938822588,14.797546409457645,0.8910969689292612,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2016,291.6165898679053,17.137408072188705,14.423015275606906,0.8416100739885614,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2017,337.7537362279694,20.689504884821606,17.089924161567108,0.8260190012620723,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2018,331.8972501781046,25.31858997983226,22.587325132301743,0.8921241329115828,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2019,325.7400251799061,24.79693433678854,27.110891613440895,1.0933162642294612,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2020,380.50981569587896,23.45523570940556,27.64107681211171,1.1784608415181104,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2021,359.21639836604834,23.031826235371362,26.9174361053601,1.1687061125887348,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2022,362.31376271619774,26.311599249950255,29.803157474062264,1.132700342192944,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2023,370.92420486190974,30.863520494653507,35.24462765404971,1.1419509857974608,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000596,古井贡酒,2024,419.9897045850222,32.85259017688313,35.142741448623624,1.0697099150907123,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2013,1102.8558915904143,0.6682130932638639,0.26553570457564524,0.3973817742460646,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2014,1589.7825659775622,-32.75713203,-7.03398711,0.21473146986707878,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,核心利润率=-32.8%<0，亏损
000799,酒鬼酒,2015,1456.073065239113,17.72408233540397,5.667286761018891,0.31975064512640233,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2016,1542.1351877621482,20.899879509479664,6.932495566522698,0.33170026474929154,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2017,1325.9926354656945,25.15004267719929,10.387825412753616,0.41303410678388575,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2018,1046.8773938775153,23.81948421055153,13.914858131469634,0.5841796576479035,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2019,828.7488784378152,26.77319112880693,21.450381718969354,0.8011888316103478,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2020,785.8262385656044,32.9927751276917,29.432984520810543,0.8921039350856748,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2021,484.6281114521952,34.84016428303503,49.04118213106424,1.4076047900538808,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2022,434.7725715914753,34.76882657863915,51.91953337896482,1.4932782750529325,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2023,648.7068413034283,25.34686887577505,23.650498080706026,0.9330737534729463,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000799,酒鬼酒,2024,1150.7926278509917,1.9059932654855327,0.760216737757648,0.39885594116408923,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2013,334.73385887622135,46.281819193851135,63.96873779303087,1.3821569442873058,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2014,430.36843813711226,38.18898471342932,37.85586605661607,0.9912771009935725,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2015,408.9375610199931,38.03399762968617,32.82080747186743,0.8629334152939592,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2016,364.0396512043088,37.54913263160062,34.33614379199453,0.9144324085690836,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2017,310.29523581823275,43.85389950645997,45.775372777945094,1.043815334396935,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2018,276.7775440388769,46.46739857132831,55.1425974704386,1.186694309684535,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2019,268.99488896500867,47.876832867230625,59.768976170326546,1.2483903506331455,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2020,246.84818631470887,48.119321949647315,62.093594500963334,1.2904087585843143,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2021,203.87136632883784,48.711453502351596,65.17511934342205,1.337983465023799,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2022,171.9941656039022,49.91253514559173,64.97579697134276,1.3017931624152617,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2023,154.27588231809983,49.979315790396576,75.44219118614639,1.5094682668833665,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
000858,五粮液,2024,155.69969629038488,49.17703004558703,79.13689537168358,1.6092247803156026,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2013,388.04420608739923,44.34338808705604,36.64203910034502,0.8263247505672877,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2014,526.4361797211633,40.854384301097696,26.775332034595092,0.65538454422077,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2015,576.9351099360487,40.9536070043992,24.54686460014922,0.5993822375038276,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2016,631.6478574973701,42.064991091969475,22.07046723764743,0.5246754287762312,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2017,624.8773283681853,41.1651006120572,21.063087415444947,0.5116734102983244,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
